EST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees
2014-1-13,11,5,-1,6,-2,-6,86,63,39,1020,1017,1013,16,16,16,34,19,42,0.00,4,,212
2014-1-14,10,8,7,8,7,4,100,90,80,1012,1007,1003,16,9,0,27,13,35,20.07,8,Niebla-Lluvia,226
2014-1-15,9,6,2,4,2,0,92,76,60,1016,1014,1009,16,15,5,24,10,29,T,4,,220
2014-1-16,4,2,1,3,2,0,100,93,85,1014,1012,1011,6,2,0,13,5,16,0.00,8,Niebla,33
2014-1-17,8,4,1,2,-1,-7,92,65,37,1015,1014,1013,16,9,0,27,13,39,0.00,5,Niebla,185
2014-1-18,3,2,0,2,0,-2,92,87,82,1013,1007,1003,16,7,1,19,11,27,20.07,8,Niebla-Lluvia-Nieve,17
2014-1-19,2,1,-1,-1,-4,-7,89,73,56,1007,1004,1001,16,11,1,42,24,56,0.76,7,Niebla-Nieve,243
2014-1-20,5,1,-3,-4,-6,-13,69,56,42,1011,1003,999,16,16,16,40,24,52,0.00,7,,245
2014-1-21,-3,-7,-12,-13,-16,-21,76,58,40,1018,1015,1012,16,9,1,35,19,45,2.79,7,Nieve,352
2014-1-22,-8,-11,-14,-15,-19,-22,83,60,37,1012,1008,1004,16,10,2,39,27,50,T,6,Nieve,338
2014-1-23,-6,-10,-14,-18,-21,-23,58,45,31,1021,1017,1013,16,16,16,35,20,45,0.00,2,,287
2014-1-24,-7,-11,-14,-18,-21,-23,55,43,30,1025,1022,1018,16,16,16,35,22,42,0.00,1,,268
2014-1-25,3,-3,-9,-3,-8,-17,78,65,51,1017,1002,993,16,14,2,60,28,77,T,7,Nieve,217
2014-1-26,-3,-6,-9,-9,-17,-22,68,51,33,1012,1006,994,16,16,16,52,25,71,0.00,4,,249
2014-1-27,8,1,-6,3,-8,-18,81,55,29,1015,1007,1000,16,15,11,45,22,63,0.51,8,Lluvia,238
2014-1-28,-6,-8,-11,-17,-22,-26,45,35,24,1026,1024,1016,16,16,16,40,20,53,0.00,6,,273
2014-1-29,-3,-6,-9,-14,-19,-23,61,41,21,1023,1020,1015,16,14,4,35,16,45,0.25,4,Nieve,285
2014-1-30,-1,-5,-9,-11,-17,-21,62,47,31,1031,1027,1023,16,16,16,27,16,34,0.00,1,,243
2014-1-31,6,1,-6,-5,-9,-14,81,54,27,1023,1019,1016,16,16,16,29,15,35,0.00,8,,244
2014-2-1,6,3,0,-2,-6,-8,75,57,38,1028,1024,1017,16,16,14,27,13,32,0.00,6,,209
2014-2-2,13,6,-1,3,1,-2,89,66,43,1018,1014,1011,16,14,8,24,11,29,0.51,7,Lluvia,256
2014-2-3,5,1,-3,-1,-3,-6,92,74,56,1026,1022,1019,16,8,1,24,15,29,4.32,8,Nieve,11
2014-2-4,2,-2,-5,-5,-8,-9,81,64,47,1031,1029,1026,16,16,16,19,10,23,0.00,5,,275
2014-2-5,1,-2,-4,-1,-3,-7,100,89,78,1025,1014,1003,16,5,0,35,17,52,28.19,8,Niebla-Nieve,55
2014-2-6,-2,-4,-7,-8,-12,-14,81,64,46,1025,1022,1015,16,15,6,27,13,35,T,5,Nieve,299
2014-2-7,-1,-4,-7,-12,-13,-14,57,50,42,1025,1023,1021,16,16,16,29,17,37,0.00,3,,259
2014-2-8,-2,-4,-8,-15,-17,-18,50,41,31,1026,1023,1020,16,16,16,32,16,45,0.00,5,,274
2014-2-9,-1,-3,-6,-4,-8,-15,85,61,37,1022,1018,1014,16,13,1,23,12,27,0.76,8,Nieve,90
2014-2-10,-1,-4,-7,-6,-11,-16,88,64,40,1023,1017,1013,16,14,2,32,19,40,T,3,Nieve,288
2014-2-11,-4,-7,-10,-15,-17,-19,61,48,35,1031,1026,1024,16,16,16,32,17,40,0.00,0,,305
2014-2-12,-5,-9,-13,-11,-17,-21,68,51,34,1035,1033,1030,16,16,16,35,12,45,0.00,3,,93
2014-2-13,2,-2,-6,1,-2,-11,96,82,68,1030,1012,983,16,6,0,63,32,79,25.40,8,Niebla-Lluvia-Nieve,68
2014-2-14,3,1,-2,0,-3,-7,96,74,52,1007,985,976,16,10,1,56,30,82,7.87,6,Lluvia-Nieve,298
2014-2-15,2,-1,-3,-2,-4,-6,92,77,61,1011,1006,998,16,7,0,39,15,48,8.38,7,Niebla-Nieve,34
2014-2-16,1,-2,-5,-3,-11,-14,85,61,36,1014,1006,998,16,14,0,58,27,79,0.51,6,Nieve,294
2014-2-17,-2,-6,-10,-17,-19,-21,50,37,23,1029,1023,1016,16,16,16,39,24,52,0.00,1,,319
2014-2-18,2,-4,-10,-1,-7,-21,92,63,34,1028,1018,1012,16,10,1,37,17,45,5.59,7,Lluvia-Nieve,1
2014-2-19,2,-2,-6,0,-3,-8,96,82,68,1019,1012,1006,16,9,1,26,13,32,6.35,7,Niebla-Lluvia-Nieve,345
2014-2-20,9,5,1,0,-3,-7,89,60,31,1023,1020,1010,16,14,5,27,15,37,2.03,4,Lluvia,257
2014-2-21,7,4,1,6,2,0,100,93,85,1022,1013,1005,16,6,0,34,14,50,5.59,8,Niebla-Lluvia-Tormenta,84
2014-2-22,10,6,1,1,-3,-6,96,64,32,1015,1013,1011,16,16,16,47,23,56,0.00,1,,222
2014-2-23,11,6,1,-1,-3,-4,76,56,35,1016,1013,1008,16,16,16,27,10,37,0.00,6,,217
2014-2-24,7,2,-4,-3,-12,-16,55,41,27,1014,1009,1007,16,16,16,42,26,60,0.00,4,,284
2014-2-25,-2,-3,-6,-13,-15,-16,54,44,34,1015,1014,1012,16,16,16,34,17,45,0.00,4,,277
2014-2-26,0,-4,-9,-13,-17,-23,61,43,24,1014,1011,1008,16,16,16,39,19,53,0.00,4,,259
2014-2-27,-1,-6,-11,-6,-14,-22,75,51,27,1013,1007,1002,16,11,1,47,19,60,0.51,6,Nieve,270
2014-2-28,-4,-8,-12,-22,-23,-25,46,32,18,1031,1025,1014,16,16,16,42,19,53,0.00,1,,285
2014-3-1,2,-3,-9,-6,-14,-23,51,40,28,1031,1026,1019,16,16,16,29,10,35,0.00,4,,221
2014-3-2,4,2,-1,-4,-7,-10,69,59,48,1019,1016,1015,16,16,10,26,11,29,T,8,Nieve,258
2014-3-3,-1,-5,-9,-11,-18,-23,50,39,28,1026,1021,1016,16,16,16,35,19,42,0.00,6,,339
2014-3-4,-1,-6,-11,-17,-21,-23,42,32,21,1029,1026,1025,16,16,16,21,13,27,0.00,5,,280
2014-3-5,-2,-4,-7,-7,-10,-18,81,55,29,1033,1027,1024,16,14,2,26,16,32,0.00,8,Nieve,7
2014-3-6,-4,-8,-12,-13,-17,-23,67,46,24,1038,1035,1033,16,16,16,26,12,35,0.00,1,,23
2014-3-7,1,-4,-9,-3,-8,-13,78,64,49,1033,1025,1014,16,16,16,19,8,24,0.00,5,,50
2014-3-8,13,5,-3,-1,-5,-8,81,54,26,1014,1009,1005,16,16,16,32,12,40,0.00,4,,327
2014-3-9,6,3,-1,-8,-13,-17,51,35,18,1014,1012,1011,16,16,16,34,17,40,0.00,5,,315
2014-3-10,7,2,-2,-1,-5,-13,85,60,35,1012,1009,1004,16,11,2,24,13,32,0.76,8,Lluvia-Nieve,216
2014-3-11,16,8,1,1,-1,-4,92,60,28,1007,1002,1000,16,13,8,26,14,35,0.00,5,,254
2014-3-12,8,6,3,6,3,1,89,80,70,1007,995,983,16,9,2,24,8,32,0.76,8,Lluvia,27
2014-3-13,3,-6,-8,1,-11,-19,89,64,24,1014,996,982,16,8,1,45,27,61,0.25,7,Lluvia-Nieve,314
2014-3-14,4,-2,-9,-4,-13,-19,59,44,29,1022,1017,1014,16,16,16,35,23,50,0.00,3,,234
2014-3-15,14,9,3,3,-1,-4,76,56,35,1012,1008,1005,16,16,14,34,24,64,0.25,5,Lluvia,248
2014-3-16,3,-1,-5,-9,-14,-19,53,38,22,1023,1018,1012,16,16,16,37,26,53,0.00,4,,295
2014-3-17,-3,-6,-9,-11,-18,-23,55,43,30,1023,1021,1018,16,16,16,26,13,37,0.00,5,,15
2014-3-18,1,-3,-7,-7,-12,-19,69,51,32,1028,1026,1022,16,16,16,19,13,,0.00,1,,59
2014-3-19,5,1,-3,-1,-4,-7,82,71,59,1029,1025,1016,16,16,16,34,17,40,T,4,,76
2014-3-20,11,7,3,4,1,-5,100,70,39,1016,1006,1003,16,11,3,42,19,56,7.37,6,Lluvia,304
2014-3-21,7,4,1,-6,-7,-8,56,46,36,1017,1011,1007,16,16,16,42,27,60,0.00,3,,273
2014-3-22,14,6,-2,3,-4,-8,75,52,29,1017,1012,1004,16,16,11,53,23,71,T,3,Lluvia,242
2014-3-23,7,1,-6,-6,-11,-18,61,42,23,1018,1015,1013,16,16,16,35,21,45,0.00,7,,287
2014-3-24,1,-4,-8,-19,-20,-21,43,32,20,1022,1020,1017,16,16,16,39,20,50,0.00,1,,321
2014-3-25,4,-1,-6,-9,-13,-17,52,37,22,1021,1019,1013,16,16,16,34,16,42,0.00,5,,219
2014-3-26,2,-1,-4,-9,-14,-19,53,39,25,1016,1007,1002,16,16,10,61,42,87,T,7,Nieve,345
2014-3-27,8,1,-6,-10,-17,-20,40,27,14,1027,1024,1017,16,16,16,39,23,50,0.00,3,,264
2014-3-28,16,9,2,8,2,-8,86,66,46,1024,1018,1014,16,16,8,48,23,60,0.51,8,Lluvia,217
2014-3-29,11,8,4,8,4,2,92,77,61,1024,1021,1016,16,11,3,35,20,45,24.64,6,Lluvia,28
2014-3-30,6,4,2,5,3,1,96,91,86,1014,1006,1003,16,5,1,43,28,58,56.64,8,Niebla-Lluvia,16
2014-3-31,6,3,1,1,-1,-3,92,76,59,1016,1009,1006,16,8,2,39,21,53,11.18,8,Lluvia-Nieve,2
2014-4-1,8,5,1,0,-2,-4,70,60,49,1020,1017,1016,16,16,16,29,16,37,0.00,5,,28
2014-4-2,8,6,3,2,0,-3,82,68,53,1020,1019,1017,16,16,16,21,9,23,0.00,5,,37
2014-4-3,12,7,1,1,-3,-6,85,59,32,1021,1019,1017,16,16,16,27,15,35,0.00,1,,11
2014-4-4,7,5,3,2,0,-3,92,76,59,1022,1019,1013,16,14,5,32,18,37,6.60,7,Lluvia,80
2014-4-5,12,8,3,4,1,-6,92,67,41,1014,1009,1006,16,11,3,42,22,61,5.84,7,Lluvia,329
2014-4-6,15,8,2,-6,-7,-10,56,37,17,1022,1019,1014,16,16,16,27,14,35,0.00,0,,283
2014-4-7,15,9,3,4,-1,-4,89,59,28,1024,1021,1013,16,15,4,27,12,34,1.02,7,Lluvia,139
2014-4-8,18,12,6,13,8,-1,100,76,52,1012,999,992,16,8,1,47,22,60,17.02,7,Lluvia,173
2014-4-9,15,10,5,1,-3,-13,67,45,22,1015,1005,1000,16,16,16,39,21,52,0.00,2,,305
2014-4-10,16,8,1,2,-6,-12,61,43,24,1021,1018,1016,16,16,16,45,22,56,0.00,1,,220
2014-4-11,21,15,9,9,4,1,72,55,37,1016,1015,1013,16,16,16,34,16,40,T,7,Lluvia,231
2014-4-12,21,15,9,7,2,-4,86,53,20,1023,1020,1015,16,16,14,32,14,42,1.02,4,Lluvia,280
2014-4-13,17,12,7,10,5,2,86,68,50,1025,1021,1017,16,16,10,24,12,34,1.02,7,Lluvia,138
2014-4-14,24,19,14,12,11,10,80,63,46,1016,1014,1012,16,16,16,66,35,82,0.00,6,,211
2014-4-15,20,13,5,14,13,5,90,77,63,1013,1006,1002,16,10,3,72,38,93,15.75,8,Lluvia,209
2014-4-16,7,3,-1,4,-4,-11,85,57,28,1037,1020,1007,16,12,2,42,24,56,9.14,5,Lluvia-Nieve,325
2014-4-17,4,2,0,-3,-5,-9,75,61,47,1044,1041,1037,16,16,16,35,22,45,0.00,3,,51
2014-4-18,6,3,-1,1,-1,-3,85,75,64,1038,1032,1025,16,16,14,27,14,34,0.00,7,,73
2014-4-19,17,10,3,1,-1,-5,85,56,27,1030,1024,1022,16,16,16,35,19,48,0.00,4,,299
2014-4-20,9,7,4,1,-3,-5,76,57,38,1034,1031,1028,16,16,16,24,15,32,0.00,3,,83
2014-4-21,21,12,2,3,0,-5,82,52,22,1027,1019,1011,16,16,16,27,15,39,0.00,4,,195
2014-4-22,23,16,8,11,6,3,93,62,31,1010,1003,999,16,16,10,34,19,42,1.27,5,Lluvia,205
2014-4-23,14,11,8,11,6,-1,93,72,50,1003,998,996,16,12,2,50,24,66,5.84,7,Lluvia,296
2014-4-24,15,11,6,-2,-5,-8,49,37,24,1013,1006,1002,16,16,16,58,33,74,0.00,1,,320
2014-4-25,14,10,6,2,-2,-4,56,45,33,1016,1013,1010,16,16,16,34,17,39,0.00,5,,201
2014-4-26,8,7,6,5,3,1,89,75,60,1012,1010,1009,16,14,5,23,12,27,5.08,7,Lluvia,79
2014-4-27,10,8,5,5,4,2,89,77,65,1017,1014,1011,16,16,10,24,10,32,3.81,8,Lluvia,76
2014-4-28,12,9,6,4,3,1,76,63,50,1024,1019,1016,16,16,16,39,18,48,T,5,Lluvia,29
2014-4-29,7,6,6,3,2,1,82,76,70,1034,1031,1024,16,16,16,39,27,50,T,8,Lluvia,63
2014-4-30,7,6,5,5,3,1,96,83,70,1034,1031,1022,16,14,6,32,23,40,8.89,8,Lluvia,94
2014-5-1,16,11,7,13,9,6,100,89,78,1021,1010,1005,13,5,0,19,9,27,15.75,7,Niebla-Lluvia,75
2014-5-2,21,16,10,9,3,1,86,58,29,1009,1006,1004,16,15,8,35,17,48,0.25,5,Lluvia,288
2014-5-3,19,15,10,6,4,2,59,50,40,1011,1009,1007,16,16,16,27,14,34,0.00,5,,223
2014-5-4,17,13,10,7,3,1,71,54,36,1006,1002,1000,16,16,16,52,26,74,T,5,Lluvia,257
2014-5-5,19,14,10,6,3,2,66,50,34,1011,1007,1003,16,16,16,39,22,48,0.00,5,,315
2014-5-6,18,13,8,3,0,-5,71,48,25,1017,1012,1010,16,16,16,37,16,50,0.00,5,,318
2014-5-7,21,14,8,4,-1,-3,51,37,22,1022,1021,1017,16,16,14,27,15,34,0.00,2,,280
2014-5-8,17,13,9,11,3,-1,77,58,39,1023,1021,1019,16,16,16,32,10,39,0.00,4,,115
2014-5-9,15,13,10,11,9,8,93,83,72,1024,1022,1019,16,9,1,16,7,19,T,8,Lluvia,60
2014-5-10,27,21,14,17,15,12,93,68,42,1019,1011,1007,16,13,2,45,19,56,8.64,8,Lluvia-Tormenta,222
2014-5-11,27,22,17,14,3,-3,78,46,14,1016,1013,1009,16,16,14,35,19,50,T,3,Lluvia,276
2014-5-12,29,21,11,13,6,2,66,43,20,1020,1017,1014,16,16,16,50,18,61,0.00,3,,234
2014-5-13,11,9,8,7,4,2,80,71,61,1028,1026,1022,16,16,16,27,17,39,0.00,7,,69
2014-5-14,17,13,8,12,8,4,86,71,56,1028,1026,1025,16,16,16,32,15,35,T,6,,121
2014-5-15,25,19,14,16,14,12,93,77,61,1026,1025,1023,16,16,14,32,14,37,T,7,,159
2014-5-16,23,19,15,17,16,14,100,82,64,1023,1019,1015,16,13,2,39,22,48,1.52,8,Lluvia,164
2014-5-17,24,19,14,17,12,1,100,64,27,1018,1013,1011,16,12,2,39,21,48,16.51,6,Lluvia,215
2014-5-18,17,14,11,8,5,2,66,53,39,1020,1018,1016,16,16,16,26,15,34,0.00,4,,357
2014-5-19,20,16,11,8,3,-1,77,53,28,1019,1017,1016,16,16,11,47,21,60,1.27,5,Lluvia,318
2014-5-20,21,16,12,9,7,3,77,55,32,1016,1015,1014,16,16,16,29,15,42,T,4,,286
2014-5-21,18,15,11,11,9,7,86,74,62,1016,1015,1014,16,16,16,26,12,32,0.00,3,,97
2014-5-22,15,13,11,12,11,9,100,90,80,1014,1013,1012,16,9,0,29,12,35,6.35,6,Niebla-Lluvia,92
2014-5-23,14,13,11,12,10,8,100,89,77,1015,1013,1012,16,14,3,24,14,34,0.51,8,Lluvia,92
2014-5-24,16,14,11,10,9,6,89,71,53,1018,1016,1014,16,16,6,24,13,27,4.57,7,Lluvia,52
2014-5-25,19,15,11,12,11,9,93,79,65,1019,1018,1016,16,16,11,26,11,32,0.00,5,,118
2014-5-26,26,19,13,14,12,10,86,63,39,1016,1012,1009,16,16,14,35,19,50,0.25,6,Lluvia,239
2014-5-27,23,17,10,13,11,8,93,71,49,1015,1012,1009,16,10,0,32,19,39,12.19,7,Niebla-Lluvia-Tormenta,57
2014-5-28,10,8,7,9,7,4,93,85,76,1023,1018,1012,16,9,2,39,24,50,2.03,7,Lluvia,43
2014-5-29,14,11,6,8,6,0,89,67,45,1024,1023,1022,16,16,16,21,12,26,0.00,3,,68
2014-5-30,19,14,9,12,9,6,89,73,56,1021,1018,1016,16,15,10,27,13,32,2.79,5,Lluvia-Tormenta,127
2014-5-31,16,13,11,9,8,3,89,68,47,1026,1022,1018,16,16,16,32,15,35,T,5,,28
2014-6-1,19,15,11,9,7,2,77,61,44,1028,1026,1024,16,16,16,19,13,26,0.00,2,,98
2014-6-2,28,21,13,12,9,6,62,44,26,1024,1020,1016,16,16,16,26,14,35,0.00,3,,205
2014-6-3,22,18,14,13,12,9,86,72,57,1016,1015,1013,16,16,16,39,17,47,0.00,2,,130
2014-6-4,16,14,13,13,12,8,93,80,67,1012,1011,1009,16,15,3,21,10,26,3.56,8,Lluvia,81
2014-6-5,16,15,14,14,14,13,100,92,84,1009,1006,1004,16,6,0,27,12,35,19.81,7,Niebla-Lluvia,25
2014-6-6,24,19,14,19,12,10,93,67,41,1013,1008,1005,16,16,16,29,18,39,0.00,4,,292
2014-6-7,27,22,16,16,13,11,73,58,42,1013,1012,1011,16,16,16,23,13,29,0.00,2,,241
2014-6-8,27,23,19,15,13,11,66,55,43,1014,1013,1011,16,16,13,24,13,27,0.00,4,,151
2014-6-9,27,23,19,15,13,12,73,56,39,1015,1014,1012,16,16,16,34,18,42,T,7,,232
2014-6-10,26,21,15,19,16,12,93,80,67,1020,1015,1013,16,13,0,45,14,77,21.59,8,Niebla-Lluvia,117
2014-6-11,17,16,14,13,12,12,86,79,72,1023,1022,1020,16,16,16,24,15,29,T,5,Lluvia,66
2014-6-12,19,17,15,14,13,11,84,79,73,1022,1020,1019,16,16,14,34,19,40,T,8,,97
2014-6-13,18,17,15,16,15,13,100,89,78,1018,1013,1009,16,5,0,37,15,50,13.72,8,Niebla-Lluvia,73
2014-6-14,25,20,14,17,14,10,100,79,57,1012,1010,1009,16,9,0,29,12,42,0.25,7,Niebla-Lluvia,356
2014-6-15,27,21,14,12,11,8,75,56,36,1017,1015,1012,16,16,16,32,20,42,0.00,4,,312
2014-6-16,23,20,17,12,9,8,59,50,41,1021,1019,1017,16,16,16,27,16,32,0.00,5,,65
2014-6-17,29,23,17,20,17,11,84,70,55,1018,1015,1011,16,15,10,27,18,34,0.51,6,Lluvia,204
2014-6-18,31,26,20,19,16,13,87,64,40,1014,1009,1007,16,15,10,52,23,69,T,5,Lluvia,275
2014-6-19,29,24,19,16,11,1,68,45,21,1014,1013,1012,16,16,16,32,17,39,0.00,5,,317
2014-6-20,25,21,16,8,5,3,52,38,24,1015,1013,1012,16,16,16,34,19,45,0.00,2,,319
2014-6-21,24,19,14,12,8,4,67,50,33,1015,1013,1012,16,16,16,24,11,35,0.00,3,,318
2014-6-22,22,18,15,11,8,6,67,56,44,1017,1015,1013,16,16,16,26,13,32,0.00,3,,91
2014-6-23,25,20,15,14,12,8,84,65,45,1022,1020,1017,16,16,16,34,14,40,0.00,3,,146
2014-6-24,29,22,16,15,13,11,84,63,42,1022,1019,1016,16,16,16,37,20,45,0.00,4,,197
2014-6-25,32,26,19,20,17,12,84,65,46,1016,1013,1011,16,16,16,35,24,45,0.00,3,,212
2014-6-26,27,22,16,23,18,12,94,82,69,1016,1011,1009,16,14,3,32,15,39,7.11,7,Lluvia,129
2014-6-27,22,19,15,13,8,2,84,56,28,1023,1020,1016,16,16,16,26,12,34,0.00,2,,85
2014-6-28,27,21,15,14,11,4,72,54,35,1025,1024,1023,16,16,16,19,11,42,0.00,3,,157
2014-6-29,30,23,17,16,13,9,78,54,29,1025,1022,1020,16,16,16,29,14,37,0.00,5,,190
2014-6-30,32,25,18,18,15,12,78,59,39,1019,1016,1013,16,16,16,32,22,45,0.00,3,,223
2014-7-1,32,26,21,21,18,14,84,67,50,1014,1011,1009,16,16,16,39,22,48,0.00,5,,214
2014-7-2,33,28,23,22,21,18,79,66,52,1013,1012,1010,16,16,16,40,24,52,T,3,Lluvia,203
2014-7-3,33,27,21,22,21,19,87,69,50,1016,1014,1012,16,14,2,45,16,69,7.11,6,Lluvia-Tormenta,204
2014-7-4,24,21,18,21,18,17,97,85,73,1016,1013,1009,16,8,2,34,13,42,47.75,7,Lluvia,2
2014-7-5,27,21,15,17,12,4,93,61,29,1016,1012,1008,16,14,5,48,28,64,8.89,6,Lluvia,292
2014-7-6,29,24,19,15,11,7,66,49,31,1016,1013,1011,16,16,16,40,24,53,0.00,2,,243
2014-7-7,31,26,21,19,18,16,78,62,46,1011,1008,1005,16,16,6,42,23,53,2.03,4,Lluvia-Tormenta,220
2014-7-8,33,28,23,20,19,18,84,64,44,1009,1007,1005,16,16,11,34,24,52,T,6,Lluvia,218
2014-7-9,31,27,23,21,18,16,87,65,42,1014,1009,1004,16,16,11,34,22,42,0.00,5,,221
2014-7-10,28,23,19,16,13,11,81,59,36,1021,1018,1014,16,16,16,14,13,21,0.00,4,,272
2014-7-11,23,20,17,16,14,13,84,71,57,1024,1023,1021,16,16,16,21,11,26,0.00,4,,67
2014-7-12,27,22,17,17,16,14,84,66,48,1023,1022,1020,16,16,16,27,13,35,0.00,1,,163
2014-7-13,29,25,20,19,16,14,79,61,43,1020,1016,1012,16,16,16,40,25,48,T,5,,202
2014-7-14,30,26,22,23,21,19,100,81,61,1013,1012,1011,16,12,2,29,16,37,17.02,8,Lluvia,203
2014-7-15,29,26,22,23,22,21,100,85,70,1011,1009,1007,16,13,2,34,17,40,T,8,Lluvia,191
2014-7-16,24,23,21,22,21,17,93,81,68,1011,1008,1008,16,11,1,29,13,37,21.59,8,Niebla-Lluvia-Tormenta,194
2014-7-17,27,23,19,17,14,12,73,58,42,1018,1014,1011,16,16,16,23,13,39,0.00,5,,293
2014-7-18,24,22,18,16,13,11,81,64,46,1024,1022,1018,16,16,16,23,13,27,0.00,3,,137
2014-7-19,22,20,17,17,16,14,93,83,73,1025,1024,1023,16,16,13,19,8,23,0.00,6,,98
2014-7-20,22,19,16,17,15,13,93,75,57,1023,1022,1021,16,16,16,21,11,27,T,7,,56
2014-7-21,23,19,16,17,16,15,100,84,68,1023,1022,1021,16,14,2,23,9,26,0.00,4,Niebla,52
2014-7-22,31,24,17,20,18,16,93,72,50,1021,1019,1015,16,16,16,32,16,42,0.00,2,,187
2014-7-23,33,28,22,22,20,18,79,64,49,1015,1011,1007,16,16,16,37,21,42,0.00,4,,217
2014-7-24,24,21,17,20,18,16,93,81,68,1013,1010,1007,16,16,14,26,12,32,T,7,,35
2014-7-25,28,23,17,16,12,9,76,56,36,1015,1014,1012,16,15,11,24,13,34,0.00,2,,279
2014-7-26,29,24,18,17,14,12,78,58,37,1015,1013,1011,16,16,14,39,19,52,0.00,3,,219
2014-7-27,27,23,19,21,19,17,97,82,67,1012,1008,1005,16,14,1,37,15,48,8.89,6,Lluvia,193
2014-7-28,29,24,18,22,19,17,100,77,54,1005,1001,997,16,11,2,37,17,47,2.79,6,Lluvia-Tormenta,179
2014-7-29,26,22,18,17,14,12,78,63,47,1014,1009,1001,16,16,16,29,15,40,0.00,3,,265
2014-7-30,26,22,17,15,13,8,73,55,36,1017,1015,1014,16,16,16,23,10,37,0.00,3,,205
2014-7-31,27,22,17,17,14,13,84,66,48,1022,1019,1017,16,16,16,29,16,37,0.00,3,,199
2014-8-1,28,23,18,19,18,16,87,73,58,1023,1023,1021,16,16,11,32,14,37,0.00,4,,177
2014-8-2,22,19,17,19,16,13,93,86,78,1024,1022,1020,16,14,8,21,8,26,0.76,7,Lluvia,102
2014-8-3,21,19,17,17,16,15,93,85,76,1021,1020,1018,16,15,11,21,8,24,T,7,Lluvia,73
2014-8-4,27,22,17,19,18,16,100,81,62,1017,1016,1015,16,14,8,24,13,29,T,3,,185
2014-8-5,28,24,21,20,19,18,90,74,58,1017,1014,1012,16,16,13,26,12,32,0.00,2,,163
2014-8-6,28,25,21,18,16,9,73,53,33,1011,1010,1008,16,16,16,26,13,35,0.25,6,,319
2014-8-7,26,22,18,16,12,11,78,60,42,1014,1012,1010,16,16,11,32,14,37,0.25,3,Lluvia,299
2014-8-8,29,23,16,13,12,8,78,53,28,1016,1015,1013,16,16,16,26,16,35,0.00,2,,302
2014-8-9,26,22,18,16,13,11,68,56,43,1019,1018,1016,16,16,16,23,13,29,0.00,1,,195
2014-8-10,27,23,19,17,14,10,81,59,37,1021,1020,1019,16,16,16,23,12,27,0.00,2,,97
2014-8-11,29,24,18,16,15,13,81,62,42,1021,1020,1019,16,16,16,27,14,35,0.00,2,,189
2014-8-12,28,23,18,18,17,14,93,71,48,1020,1019,1017,16,16,16,29,14,35,0.00,5,,154
2014-8-13,21,19,18,21,18,17,100,91,81,1016,1009,1003,16,8,2,40,23,50,26.92,8,Lluvia,111
2014-8-14,25,21,17,16,12,8,90,63,36,1011,1008,1004,16,16,16,34,19,47,0.00,2,,273
